COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Spain;Pepsi Regular (L3);2024;2;AI_forecast;AI_P02F;2023;1,01108E+16
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P08F;2023;3,09975E+15
Great Britain;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,04747E+23
Czech;Mountain Dew (L3);2024;11;AI_forecast;AI_P10F;2023;8,09564E+15
Italy;Pepsi Regular (L3);2023;8;AI_forecast;AI_P06F;2023;2,04195E+16
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P10F;2023;1,06465E+15
Great Britain;7up (L3);2024;6;AI_forecast;AI_P04F;2023;4,83262E+15
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_P07F;2023;8,40925E+15
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_P03F;2023;8,53508E+14
Great Britain;7up (L3);2024;5;AI_forecast;AI_P12F;2023;3,50488E+16
Netherlands;Lipton (L3);2024;7;AI_forecast;AI_P05F;2023;2,54575E+15
Norway;Lipton (L3);2024;5;AI_forecast;AI_P06F;2023;1,1301E+16
Great Britain;Pepsi Max (L3);2023;4;AI_forecast;AI_P02F;2023;1,09516E+23
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;2,37147E+16
Great Britain;7up Free (L3);2023;5;AI_forecast;AI_PF;2023;1,52975E+16
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P10F;2023;1,17583E+16
Denmark;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;5,00833E+14
Norway;Pepsi Regular (L3);2024;1;AI_forecast;AI_P07F;2023;2,99969E+16
Hungary;Pepsi Max (L3);2025;5;AI_forecast;AI_P12F;2023;6,04373E+15
Great Britain;Lipton (L3);2025;1;AI_forecast;AI_P12F;2023;5,92147E+15
Czech;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;3,13505E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P04F;2023;2,98895E+15
Great Britain;7up (L3);2023;11;AI_forecast;AI_P07F;2023;1,39217E+16
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;2,30137E+16
Hungary;Mountain Dew (L3);2023;12;AI_forecast;AI_P11F;2023;4,69997E+15
Czech;Pepsi Max (L3);2025;1;AI_forecast;AI_P08F;2023;4,18061E+15
Spain;Pepsi Max (L3);2024;4;AI_forecast;AI_PF;2023;8,17461E+14
Netherlands;7up Free (L3);2023;6;AI_forecast;AI_PF;2023;1,42641E+15
Spain;7up Free (L3);2024;7;AI_forecast;AI_P11F;2023;8,44257E+15
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,85353E+15
Spain;Pepsi Regular (L3);2023;6;AI_forecast;AI_P06F;2023;1,30147E+16
Portugal;Pepsi Max (L3);2023;11;AI_forecast;AI_P06F;2023;2,08999E+16
Norway;Lipton (L3);2023;4;AI_forecast;AI_PF;2023;8,95742E+15
Great Britain;Pepsi Max (L3);2024;7;AI_forecast;AI_P05F;2023;1,0761E+23
Czech;Lipton (L3);2023;10;AI_forecast;AI_P05F;2023;2,70102E+16
Portugal;7up (L3);2023;6;AI_forecast;AI_PF;2023;4,88131E+16
Portugal;7up (L3);2023;10;AI_forecast;AI_P05F;2023;2,71899E+16
Great Britain;7up Free (L3);2023;12;AI_forecast;AI_P03F;2023;1,21164E+15
Norway;Pepsi Max (L3);2023;9;AI_forecast;AI_P03F;2023;2,28393E+16
Hungary;Pepsi Max (L3);2023;4;AI_forecast;AI_P03F;2023;4,8586E+16
Denmark;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;1,89179E+16
Great Britain;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;9,38225E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P12F;2023;7,48942E+14
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;2,61856E+14
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;2,47127E+15
Great Britain;7up (L3);2024;12;AI_forecast;AI_P11F;2023;5,30323E+16
Denmark;7up (L3);2024;5;AI_forecast;AI_P07F;2023;0
Italy;7up (L3);2025;4;AI_forecast;AI_P11F;2023;2,05816E+15
Spain;Pepsi Regular (L3);2024;6;AI_forecast;AI_P07F;2023;1,29411E+16
Spain;7up (L3);2023;11;AI_forecast;AI_P08F;2023;7,45261E+15
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_PF;2023;2,15541E+15
Great Britain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P08F;2023;1,40619E+15
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P11F;2023;5,14716E+16
Great Britain;Lipton (L3);2023;6;AI_forecast;AI_P02F;2023;6,6541E+15
Great Britain;Lipton (L3);2024;9;AI_forecast;AI_P06F;2023;7,79527E+15
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P02F;2023;1,52272E+16
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P09F;2023;1,53806E+16
Czech;Mountain Dew (L3);2023;10;AI_forecast;AI_P04F;2023;8,42307E+15
Great Britain;Lipton (L3);2024;7;AI_forecast;AI_P10F;2023;7,89593E+14
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;1,77043E+16
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P03F;2023;7,24529E+14
Hungary;Pepsi Regular (L3);2023;11;AI_forecast;AI_P09F;2023;7,89681E+15
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P08F;2023;9,4707E+14
Norway;Pepsi Regular (L3);2024;3;AI_forecast;AI_P04F;2023;3,27913E+16
Denmark;Mountain Dew (L3);2024;1;AI_forecast;AI_P07F;2023;3,75052E+15
Hungary;7up Free (L3);2024;4;AI_forecast;AI_P04F;2023;2,01834E+16
Norway;7up Free (L3);2024;1;AI_forecast;AI_P06F;2023;3,54281E+13
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;2,39693E+16
Great Britain;7up (L3);2024;9;AI_forecast;AI_P08F;2023;1,46782E+16
Great Britain;7up (L3);2024;9;AI_forecast;AI_P12F;2023;1,82534E+16
Netherlands;Pepsi Max (L3);2025;4;AI_forecast;AI_P11F;2023;9,19075E+15
Great Britain;7up (L3);2024;3;AI_forecast;AI_P12F;2023;2,93909E+16
Spain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P09F;2023;1,27306E+16
Italy;7up (L3);2023;7;AI_forecast;AI_P07F;2023;2,433E+15
Portugal;Pepsi Regular (L3);2024;10;AI_forecast;AI_P08F;2023;2,05182E+15
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_PF;2023;1,88314E+16
Great Britain;7up Free (L3);2023;8;AI_forecast;AI_P05F;2023;1,8363E+16
Norway;Mountain Dew (L3);2023;9;AI_forecast;AI_P02F;2023;4,54739E+15
Great Britain;7up (L3);2024;3;AI_forecast;AI_P10F;2023;1,71654E+16
Spain;7up Free (L3);2024;3;AI_forecast;AI_P08F;2023;6,74404E+15
Great Britain;Mountain Dew (L3);2023;7;AI_forecast;AI_P04F;2023;1,83988E+16
Czech;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;3,2673E+15
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_P07F;2023;9,28927E+15
Netherlands;Pepsi Max (L3);2024;5;AI_forecast;AI_P11F;2023;9,22547E+15
Portugal;7up Free (L3);2023;8;AI_forecast;AI_P07F;2023;1,46759E+16
Netherlands;Pepsi Regular (L3);2025;1;AI_forecast;AI_P11F;2023;4,71973E+15
Great Britain;Pepsi Max (L3);2024;12;AI_forecast;AI_P12F;2023;1,08242E+22
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P09F;2023;2,85698E+15
Czech;Lipton (L3);2024;11;AI_forecast;AI_P06F;2023;2,59388E+15
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P06F;2023;2,42948E+16
Great Britain;Mountain Dew (L3);2023;12;AI_forecast;AI_P04F;2023;1,26554E+16
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P05F;2023;7,52154E+15
Netherlands;7up (L3);2025;4;AI_forecast;AI_P12F;2023;4,57441E+15
Netherlands;Lipton (L3);2023;12;AI_forecast;AI_P05F;2023;1,81909E+16
Netherlands;Mountain Dew (L3);2025;2;AI_forecast;AI_P12F;2023;0
Spain;Pepsi Max (L3);2024;4;AI_forecast;AI_P06F;2023;9,80861E+15
Great Britain;7up (L3);2024;3;AI_forecast;AI_P06F;2023;1,03539E+16
Norway;Pepsi Regular (L3);2023;9;AI_forecast;AI_P08F;2023;4,27195E+15
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;5,21909E+16
Czech;Lipton (L3);2023;4;AI_forecast;AI_P02F;2023;2,49664E+16
Spain;7up Free (L3);2024;3;AI_forecast;AI_P06F;2023;6,61761E+15
Great Britain;7up (L3);2024;11;AI_forecast;AI_P12F;2023;3,5495E+15
Great Britain;7up (L3);2023;10;AI_forecast;AI_PF;2023;2,44712E+15
Norway;Pepsi Regular (L3);2024;5;AI_forecast;AI_P03F;2023;4,61347E+15
Spain;Pepsi Regular (L3);2024;7;AI_forecast;AI_P12F;2023;1,75538E+15
Netherlands;Pepsi Regular (L3);2024;3;AI_forecast;AI_PF;2023;5,38124E+15
Hungary;Pepsi Max (L3);2024;8;AI_forecast;AI_P12F;2023;5,50968E+15
Spain;7up (L3);2024;12;AI_forecast;AI_P12F;2023;9,44206E+15
Denmark;Pepsi Max (L3);2024;8;AI_forecast;AI_P11F;2023;2,97136E+16
Spain;Pepsi Max (L3);2025;1;AI_forecast;AI_P08F;2023;8,90882E+15
Denmark;Pepsi Regular (L3);2024;10;AI_forecast;AI_P11F;2023;2,16866E+15
Denmark;Pepsi Regular (L3);2024;7;AI_forecast;AI_P02F;2023;1,70437E+16
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_P04F;2023;8,2526E+15
Great Britain;7up (L3);2023;12;AI_forecast;AI_PF;2023;2,71743E+16
Netherlands;Mountain Dew (L3);2024;5;AI_forecast;AI_P12F;2023;0
Denmark;Mountain Dew (L3);2024;4;AI_forecast;AI_PF;2023;2,0818E+15
Hungary;Mountain Dew (L3);2024;7;AI_forecast;AI_P08F;2023;4,80614E+15
Czech;Mountain Dew (L3);2024;10;AI_forecast;AI_P12F;2023;8,51118E+15
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P12F;2023;1,79784E+16
Spain;Pepsi Max (L3);2023;9;AI_forecast;AI_PF;2023;9,31794E+14
Czech;Pepsi Max (L3);2024;1;AI_forecast;AI_P12F;2023;3,42291E+16
Great Britain;7up Free (L3);2024;8;AI_forecast;AI_P05F;2023;1,2575E+16
Hungary;Lipton (L3);2023;12;AI_forecast;AI_P03F;2023;2,62528E+15
Czech;Pepsi Regular (L3);2023;12;AI_forecast;AI_P02F;2023;1,21838E+16
Great Britain;Pepsi Max (L3);2023;11;AI_forecast;AI_P04F;2023;1,11399E+22
Netherlands;Pepsi Regular (L3);2023;10;AI_forecast;AI_PF;2023;6,30741E+15
Great Britain;7up Free (L3);2024;9;AI_forecast;AI_P04F;2023;8,91384E+15
Hungary;7up (L3);2024;10;AI_forecast;AI_P08F;2023;1,66062E+16
Norway;Pepsi Max (L3);2024;2;AI_forecast;AI_P06F;2023;2,52465E+16
Netherlands;Lipton (L3);2024;5;AI_forecast;AI_P03F;2023;1,71369E+16
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P05F;2023;2,17581E+16
Denmark;7up (L3);2024;3;AI_forecast;AI_P02F;2023;0
Norway;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;4,73601E+15
Netherlands;Pepsi Regular (L3);2025;2;AI_forecast;AI_P11F;2023;3,86898E+15
Czech;7up (L3);2024;4;AI_forecast;AI_P11F;2023;7,06066E+15
Netherlands;Pepsi Max (L3);2023;2;AI_forecast;AI_PF;2023;6,53862E+15
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_P02F;2023;8,48185E+15
Portugal;Lipton (L3);2024;4;AI_forecast;AI_PF;2023;5,71543E+15
Portugal;Pepsi Max (L3);2024;12;AI_forecast;AI_P09F;2023;2,49827E+16
Spain;7up (L3);2024;8;AI_forecast;AI_P09F;2023;9,75245E+15
Italy;Pepsi Max (L3);2024;4;AI_forecast;AI_P08F;2023;1,83071E+15
Czech;Pepsi Max (L3);2024;5;AI_forecast;AI_P03F;2023;4,19078E+15
Portugal;7up (L3);2023;8;AI_forecast;AI_P02F;2023;6,39857E+15
Netherlands;7up (L3);2023;2;AI_forecast;AI_P02F;2023;9,06815E+15
Portugal;7up Free (L3);2024;3;AI_forecast;AI_P07F;2023;1,16474E+16
Netherlands;Pepsi Regular (L3);2023;10;AI_forecast;AI_P07F;2023;5,74545E+15
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;1,20921E+22
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;1,15378E+15
Spain;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,67219E+16
Great Britain;Mountain Dew (L3);2024;6;AI_forecast;AI_P06F;2023;1,92002E+16
Great Britain;7up (L3);2024;1;AI_forecast;AI_P07F;2023;0
Spain;7up Free (L3);2024;9;AI_forecast;AI_P12F;2023;9,13506E+15
Norway;Pepsi Regular (L3);2024;8;AI_forecast;AI_P08F;2023;3,78583E+16
Norway;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;2,65215E+15
Spain;Pepsi Regular (L3);2023;9;AI_forecast;AI_P02F;2023;1,27333E+16
Denmark;7up (L3);2024;2;AI_forecast;AI_P05F;2023;0
Netherlands;Lipton (L3);2023;3;AI_forecast;AI_PF;2023;1,59766E+16
Great Britain;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;1,218E+23
Spain;7up (L3);2023;5;AI_forecast;AI_P03F;2023;6,41189E+15
Great Britain;Pepsi Max (L3);2023;12;AI_forecast;AI_PF;2023;1,17231E+23
Great Britain;Pepsi Max (L3);2023;11;AI_forecast;AI_PF;2023;1,1438E+23
Czech;Mountain Dew (L3);2024;4;AI_forecast;AI_PF;2023;8,20482E+15
Czech;Lipton (L3);2023;5;AI_forecast;AI_P03F;2023;3,00728E+16
Portugal;7up (L3);2024;10;AI_forecast;AI_P07F;2023;2,1913E+16
Netherlands;Mountain Dew (L3);2023;5;AI_forecast;AI_P04F;2023;0
Netherlands;Lipton (L3);2024;8;AI_forecast;AI_P09F;2023;1,7535E+16
Denmark;7up (L3);2024;8;AI_forecast;AI_P08F;2023;0
Netherlands;Pepsi Regular (L3);2023;6;AI_forecast;AI_P06F;2023;5,7761E+15
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P09F;2023;2,81705E+15
Czech;Pepsi Max (L3);2023;8;AI_forecast;AI_PF;2023;3,63751E+16
Great Britain;7up Free (L3);2024;1;AI_forecast;AI_P06F;2023;1,16449E+16
Great Britain;7up Free (L3);2024;3;AI_forecast;AI_P03F;2023;1,09975E+16
Czech;7up (L3);2025;5;AI_forecast;AI_P12F;2023;7,33275E+15
Netherlands;Pepsi Max (L3);2024;11;AI_forecast;AI_P06F;2023;7,77981E+15
Denmark;Pepsi Regular (L3);2024;8;AI_forecast;AI_P09F;2023;2,74312E+14
Czech;7up (L3);2023;12;AI_forecast;AI_P08F;2023;5,64923E+15
Spain;Pepsi Regular (L3);2024;6;AI_forecast;AI_P04F;2023;1,49592E+16
Portugal;Pepsi Max (L3);2024;7;AI_forecast;AI_P12F;2023;2,41665E+15
Great Britain;Pepsi Max (L3);2024;8;AI_forecast;AI_P03F;2023;1,0352E+23
Great Britain;Pepsi Regular (L3);2023;12;AI_forecast;AI_P02F;2023;1,20301E+15
Netherlands;7up Free (L3);2024;10;AI_forecast;AI_P06F;2023;1,27066E+16
Great Britain;7up Free (L3);2025;5;AI_forecast;AI_P12F;2023;3,45725E+15
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P11F;2023;8,26074E+15
Spain;Lipton (L3);2023;9;AI_forecast;AI_P09F;2023;1,21555E+16
Portugal;7up Free (L3);2023;11;AI_forecast;AI_PF;2023;1,08049E+16
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P11F;2023;2,07611E+16
Czech;Pepsi Max (L3);2024;1;AI_forecast;AI_P03F;2023;3,52064E+15
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_PF;2023;7,41648E+14
Great Britain;7up (L3);2024;2;AI_forecast;AI_P07F;2023;7,22395E+15
Norway;Pepsi Max (L3);2024;4;AI_forecast;AI_P09F;2023;2,32623E+16
Denmark;Mountain Dew (L3);2024;1;AI_forecast;AI_P05F;2023;2,06826E+16
Netherlands;Pepsi Regular (L3);2024;1;AI_forecast;AI_P08F;2023;5,49745E+15
Italy;Pepsi Regular (L3);2024;9;AI_forecast;AI_P12F;2023;1,62447E+16
Hungary;Mountain Dew (L3);2024;7;AI_forecast;AI_P07F;2023;5,02837E+13
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P09F;2023;2,51882E+16
Czech;Pepsi Regular (L3);2024;10;AI_forecast;AI_P06F;2023;8,12189E+15
Portugal;Lipton (L3);2024;7;AI_forecast;AI_P08F;2023;1,12886E+16
Netherlands;Pepsi Regular (L3);2023;4;AI_forecast;AI_PF;2023;5,13378E+16
Hungary;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;5,39736E+15
Czech;7up (L3);2024;6;AI_forecast;AI_PF;2023;9,18706E+14
Denmark;Pepsi Regular (L3);2023;9;AI_forecast;AI_P08F;2023;2,23857E+16
Spain;Pepsi Regular (L3);2023;10;AI_forecast;AI_P10F;2023;1,444E+15
Norway;Pepsi Max (L3);2025;2;AI_forecast;AI_P09F;2023;1,49753E+16
Denmark;7up Free (L3);2024;2;AI_forecast;AI_P11F;2023;2,50501E+16
Norway;7up Free (L3);2023;6;AI_forecast;AI_P04F;2023;4,02066E+15
Great Britain;Pepsi Regular (L3);2024;8;AI_forecast;AI_P03F;2023;1,48346E+15
Czech;Mountain Dew (L3);2024;1;AI_forecast;AI_P11F;2023;6,29245E+15
Great Britain;Lipton (L3);2024;9;AI_forecast;AI_P08F;2023;8,69231E+15
Spain;Pepsi Max (L3);2023;9;AI_forecast;AI_P07F;2023;1,19541E+16
Netherlands;Pepsi Max (L3);2024;11;AI_forecast;AI_P06F;2023;9,05009E+14
Czech;Pepsi Regular (L3);2024;10;AI_forecast;AI_P05F;2023;8,64335E+15
Hungary;Lipton (L3);2025;2;AI_forecast;AI_P09F;2023;1,86642E+16
Hungary;Pepsi Max (L3);2024;6;AI_forecast;AI_P06F;2023;4,4662E+15
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P08F;2023;2,62917E+16
Netherlands;7up Free (L3);2023;7;AI_forecast;AI_P06F;2023;1,3718E+15
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_P02F;2023;8,10222E+15
Norway;Pepsi Max (L3);2024;4;AI_forecast;AI_P06F;2023;2,32939E+14
Hungary;Lipton (L3);2023;1;AI_forecast;AI_PF;2023;2,80164E+15
Czech;Pepsi Regular (L3);2024;3;AI_forecast;AI_P09F;2023;9,88872E+15
Norway;Pepsi Regular (L3);2024;8;AI_forecast;AI_P12F;2023;4,56155E+15
Denmark;Pepsi Max (L3);2024;12;AI_forecast;AI_P08F;2023;3,29048E+16
Czech;Lipton (L3);2024;11;AI_forecast;AI_P07F;2023;2,65301E+15
Great Britain;7up Free (L3);2024;2;AI_forecast;AI_P04F;2023;1,28792E+15
Czech;Pepsi Max (L3);2023;8;AI_forecast;AI_P07F;2023;3,94384E+16
Czech;Mountain Dew (L3);2023;5;actual;null;;1,12877E+16
Norway;Mountain Dew (L3);2023;5;actual;null;;1,26718E+15
Norway;Pepsi Max (L3);2023;5;actual;null;;3,01339E+15
Hungary;Lipton (L3);2023;5;actual;null;;7,57315E+15
Netherlands;Pepsi Regular (L3);2024;11;AI_forecast;AI_P12F;2023;4,71779E+16
Czech;Pepsi Max (L3);2023;12;AI_forecast;AI_P03F;2023;4,25535E+16
Spain;Lipton (L3);2024;6;AI_forecast;AI_P07F;2023;1,44982E+16
Norway;Pepsi Regular (L3);2024;12;AI_forecast;AI_P10F;2023;3,27404E+16
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_P02F;2023;8,98194E+14
Netherlands;Lipton (L3);2023;11;AI_forecast;AI_P03F;2023;1,48477E+16
Portugal;Lipton (L3);2024;2;AI_forecast;AI_PF;2023;3,72381E+15
Spain;7up (L3);2023;11;AI_forecast;AI_P02F;2023;5,46761E+15
Norway;Mountain Dew (L3);2024;2;AI_forecast;AI_P09F;2023;0
Norway;7up (L3);2024;5;AI_forecast;AI_P11F;2023;0
Spain;Pepsi Regular (L3);2023;3;AI_forecast;AI_P03F;2023;8,48152E+15
Czech;Pepsi Max (L3);2023;5;actual;null;;4,53079E+16
Norway;Pepsi Regular (L3);2023;5;actual;null;;4,96427E+15
Norway;Lipton (L3);2023;11;AI_forecast;AI_P06F;2023;5,83225E+15
Denmark;7up Free (L3);2024;12;AI_forecast;AI_P07F;2023;1,36603E+16
Hungary;7up (L3);2024;10;AI_forecast;AI_P11F;2023;0
Great Britain;7up Free (L3);2023;7;AI_forecast;AI_P06F;2023;1,50469E+14
Norway;Pepsi Regular (L3);2023;3;AI_forecast;AI_PF;2023;3,60441E+15
Norway;Pepsi Max (L3);2024;6;AI_forecast;AI_P04F;2023;2,87034E+16
Norway;Pepsi Max (L3);2024;7;AI_forecast;AI_P07F;2023;2,30455E+16
Portugal;Pepsi Max (L3);2023;5;actual;null;;2,34117E+16
Hungary;Mountain Dew (L3);2023;5;actual;null;;8,99305E+15
Great Britain;Lipton (L3);2023;5;actual;null;;8,2593E+15
Hungary;7up (L3);2023;5;actual;null;;8,81441E+15
Great Britain;7up (L3);2023;5;actual;null;;2,42854E+16
Czech;Pepsi Regular (L3);2023;5;actual;null;;1,04829E+16
Portugal;Lipton (L3);2023;12;AI_forecast;AI_P12F;2023;6,81717E+15
Hungary;Pepsi Max (L3);2024;3;AI_forecast;AI_P07F;2023;6,60277E+15
Great Britain;Lipton (L3);2024;5;AI_forecast;AI_P10F;2023;7,32149E+15
Czech;Lipton (L3);2023;12;AI_forecast;AI_P10F;2023;2,24044E+16
Great Britain;Mountain Dew (L3);2023;10;AI_forecast;AI_P02F;2023;1,78901E+16
Hungary;7up (L3);2024;2;AI_forecast;AI_P07F;2023;1,15306E+16
Norway;Mountain Dew (L3);2024;4;AI_forecast;AI_P08F;2023;6,67684E+15
Spain;7up Free (L3);2024;3;AI_forecast;AI_P02F;2023;6,0128E+14
Czech;7up (L3);2023;6;AI_forecast;AI_P06F;2023;9,885E+15
Spain;Lipton (L3);2025;2;AI_forecast;AI_P11F;2023;9,27256E+15
Norway;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;2,46405E+16
Norway;7up Free (L3);2023;3;AI_forecast;AI_P02F;2023;3,6382E+15
Italy;Pepsi Max (L3);2023;6;AI_forecast;AI_P03F;2023;1,80173E+16
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P11F;2023;1,97044E+16
Denmark;Pepsi Max (L3);2024;8;AI_forecast;AI_P12F;2023;2,80863E+14
Great Britain;7up Free (L3);2024;10;AI_forecast;AI_P11F;2023;7,16038E+15
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P06F;2023;1,03737E+16
Netherlands;Pepsi Max (L3);2024;10;AI_forecast;AI_P05F;2023;9,27058E+15
Spain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;1,14184E+16
Spain;Pepsi Regular (L3);2024;3;AI_forecast;AI_P02F;2023;1,13509E+16
Spain;7up (L3);2023;5;AI_forecast;AI_P04F;2023;6,86319E+15
Hungary;Pepsi Max (L3);2023;4;AI_forecast;AI_P04F;2023;4,19956E+15
Portugal;7up (L3);2024;11;AI_forecast;AI_P06F;2023;1,56828E+15
Great Britain;7up (L3);2025;4;AI_forecast;AI_P11F;2023;0
Spain;Lipton (L3);2024;8;AI_forecast;AI_P04F;2023;1,89855E+13
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P04F;2023;8,0163E+15
Denmark;7up (L3);2024;9;AI_forecast;AI_P10F;2023;0
Portugal;Lipton (L3);2024;3;AI_forecast;AI_P06F;2023;5,97455E+15
Netherlands;Pepsi Regular (L3);2024;5;AI_forecast;AI_P10F;2023;4,88359E+15
Hungary;Pepsi Max (L3);2024;4;AI_forecast;AI_P09F;2023;3,84917E+15
Great Britain;Pepsi Regular (L3);2023;6;AI_forecast;AI_PF;2023;9,56399E+15
Denmark;Pepsi Max (L3);2023;9;AI_forecast;AI_P08F;2023;2,03588E+16
Italy;Pepsi Max (L3);2024;4;AI_forecast;AI_P03F;2023;1,7754E+16
Italy;Pepsi Regular (L3);2024;2;AI_forecast;AI_P05F;2023;1,80533E+16
Great Britain;Mountain Dew (L3);2024;8;AI_forecast;AI_P07F;2023;2,58355E+16
Spain;Pepsi Max (L3);2024;10;AI_forecast;AI_P10F;2023;1,33044E+16
Great Britain;7up (L3);2024;11;AI_forecast;AI_P08F;2023;2,58658E+16
Netherlands;Pepsi Max (L3);2024;11;AI_forecast;AI_P10F;2023;7,94872E+15
Norway;Pepsi Regular (L3);2024;4;AI_forecast;AI_P03F;2023;3,4493E+14
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P11F;2023;2,48093E+15
Great Britain;7up Free (L3);2024;4;AI_forecast;AI_P07F;2023;1,0217E+16
Czech;7up (L3);2023;9;AI_forecast;AI_P02F;2023;7,75119E+15
Denmark;Pepsi Regular (L3);2024;11;AI_forecast;AI_P12F;2023;2,28224E+16
Norway;Pepsi Regular (L3);2024;12;AI_forecast;AI_P08F;2023;3,22959E+16
Spain;7up (L3);2023;10;AI_forecast;AI_P02F;2023;7,21895E+15
Great Britain;Pepsi Max (L3);2024;2;AI_forecast;AI_PF;2023;8,62779E+15
Hungary;Pepsi Max (L3);2023;10;AI_forecast;AI_PF;2023;5,24543E+15
Norway;7up Free (L3);2024;5;AI_forecast;AI_P06F;2023;4,38033E+15
Denmark;Pepsi Max (L3);2024;8;AI_forecast;AI_P09F;2023;3,01854E+15
Great Britain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P04F;2023;9,19084E+14
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P11F;2023;2,13896E+15
Spain;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;1,0214E+15
Great Britain;7up Free (L3);2024;7;AI_forecast;AI_P10F;2023;9,40289E+15
Hungary;Pepsi Regular (L3);2023;6;AI_forecast;AI_P06F;2023;1,49711E+16
Netherlands;Pepsi Max (L3);2024;12;AI_forecast;AI_P08F;2023;8,52979E+15
Czech;7up (L3);2024;10;AI_forecast;AI_P05F;2023;6,21579E+15
Netherlands;Lipton (L3);2024;8;AI_forecast;AI_P04F;2023;2,17462E+15
Netherlands;7up (L3);2024;1;AI_forecast;AI_P10F;2023;7,56666E+15
Hungary;7up Free (L3);2023;11;actual;null;;7,93388E+15
Great Britain;Pepsi Max (L3);2023;11;actual;null;;1,35843E+23
Spain;Pepsi Max (L3);2023;11;actual;null;;1,12481E+16
Norway;7up (L3);2023;11;actual;null;;1,9126E+16
Netherlands;Pepsi Max (L3);2023;11;actual;null;;8,16913E+15
Spain;Pepsi Regular (L3);2023;11;actual;null;;1,23046E+16
Portugal;7up Free (L3);2024;3;AI_forecast;AI_P12F;2023;1,2077E+16
